race,sex,LSAT,UGPA,ZFYA,first_pf
White,2,39,2.7,1.43,1
White,1,37,3.2,-0.41,1
White,1,35,2.9,0.73,1
White,2,33,3,-1.3,1
White,2,34.5,3.1,1.88,1
White,1,38,3.5,0.98,1
White,2,42,3.6,-0.43,1
White,1,33,3,2.3,1
White,2,40,3,-0.25,1
White,1,41,3.8,1.81,1
White,1,42,2.5,0.18,1
White,2,33.5,2.1,-0.94,1
White,1,42,2.6,-0.73,1
White,2,34,2.4,-0.05,1
White,1,27,3.9,0.9,1
White,1,34,3.1,0.46,1
White,1,37,3.6,0.9,1
White,1,33,3.4,-0.38,1
White,2,30,2.9,-1.24,1
White,2,37,3.3,0.39,1
White,1,43,3.4,0.97,1
White,2,36.5,3.1,-1.39,0
White,2,37,3.2,0.18,1
White,2,35,3.9,-0.55,1
White,1,39,3.5,-0.48,1
White,1,42,3.9,0.51,1
White,2,48,2.9,1.13,1
White,1,40,3.6,0.72,1
White,2,36,3.2,-1.09,1
White,2,36,3.9,1.99,1
White,1,33,3.2,-1.5,1
White,1,36,3.4,1.1,1
White,1,43,3.9,1.13,1
White,1,35,3.5,-0.05,1
White,1,36,3.7,1.3,1
White,1,40,3,0.77,1
White,1,33,3.7,0.39,1
White,1,41,4,0.9,1
White,1,38,3.3,0.18,1
White,2,39.5,2.8,-0.22,1
White,1,32,3.5,1.64,1
White,2,27,2.5,-1.32,1
White,2,38,3.2,0.26,1
Black,1,36,3.1,1.48,1
White,2,33.5,3.4,1.02,1
White,1,36,3.7,0.59,1
White,1,36,2.9,0.54,1
White,2,40,3.6,1.56,1
White,2,36,3.4,-0.38,1
White,1,41,3.1,0.85,1
White,1,35,3.7,0.59,1
White,2,43,2.9,1.61,1
White,2,29,3.1,-2.08,1
Black,2,33,2.4,1.1,1
White,2,38,3.1,-0.22,1
White,2,42,3.7,0.46,1
White,1,35,3.5,0.62,1
White,1,30.5,3.6,0.87,1
White,2,36,3.4,0.11,1
White,2,32,3.2,-0.15,1
White,2,39,3.1,-0.12,1
White,2,36,2.7,-0.05,1
White,2,34.5,3.1,0.51,1
White,2,42,3.7,-0.66,1
White,1,36.5,3.4,0.8,1
White,1,37,3.8,0.64,1
White,2,20,3,-1.14,1
White,1,38,3.6,1.13,1
White,1,36,3.3,-1.09,1
White,2,39,3,-0.76,1
White,1,32,2.9,0.64,1
White,1,41,2.8,-0.55,1
White,1,33.5,4,-0.76,1
Black,2,21,3.5,-1.75,1
White,2,35,3.4,-1.27,0
White,2,42,2.8,-0.89,1
White,2,37,3,0.01,1
White,2,36,3,-1.27,1
White,1,38,3.4,-0.73,1
White,2,40,3.9,0.36,1
White,2,31,2.2,-0.63,1
Black,1,26,2.6,-0.5,1
White,1,33,3.6,1.56,1
White,1,39,3.9,1.66,1
White,1,35,3.2,-0.63,1
White,1,43,2.8,0.08,1
White,2,39,3.1,-0.55,0
White,2,35,2.6,-0.91,1
White,1,36,3.4,-1.27,1
White,2,36,3.5,0.85,1
White,1,37,3.9,1.38,1
White,1,25,2.8,-0.91,0
White,1,37,3.3,-1.39,1
White,2,36.5,3.2,1.23,1
White,2,36,3.3,1.2,1
White,2,37,3.4,-0.55,1
White,1,45,3.3,-0.73,0
Black,2,30,3.8,-0.63,1
White,1,39,3.3,0.9,1
White,1,35,3.4,-0.55,1
White,1,44,2.7,-0.89,1
White,1,37,3.2,-0.89,1
White,1,42,3.7,0.18,1
White,1,39,3.6,1.23,1
White,2,38,3.2,-1.29,1
White,1,40,4,1.71,1
White,1,35,3.9,-0.81,1
White,1,26,3.6,0.26,1
White,2,33,3.9,-0.91,0
Black,2,28,2.6,-1.27,0
White,1,37.5,3.5,-0.63,1
White,2,39,3.5,0.44,1
White,2,38,3.2,-0.38,1
Black,2,39,3.4,1.13,1
Black,2,22.5,2.1,-2.16,0
White,2,36,2.8,-1.01,1
White,2,35,3.7,-0.38,1
White,2,37,2.5,0.87,1
White,1,46,3,2.55,1
White,2,41,2.7,1.15,1
White,2,35,3.4,-0.33,1
White,2,40,3,0.95,1
White,2,42,3.7,1.53,1
White,1,37,3.3,0.97,1
White,2,39.7,2.8,-0.05,1
White,1,34,4,2.73,1
Black,2,27,2.7,-1.5,1
White,1,36,3.6,-0.76,1
White,2,35,3.8,-0.55,0
White,1,34,3.7,-0.73,1
White,2,39,2.8,-0.73,1
White,1,37,3.4,0.64,1
Black,2,29,2.3,-0.43,1
White,1,39,3.3,-1.09,1
White,1,36,3.6,0.69,1
Black,1,29,2.3,-1.42,1
White,2,40,3.5,1.02,1
Black,2,30,2.4,-0.91,1
White,2,30,3,-1.42,1
Black,1,32,3.2,0.11,1
White,2,45,2.5,-0.22,1
White,1,32,3.6,0.69,1
White,1,39,3.1,-0.68,1
White,1,35,3.7,-0.99,1
White,2,38,2.9,-0.25,1
White,1,24,2.6,-0.89,0
White,1,37.5,3.5,0.87,1
Asian,2,34,3.3,0.97,1
White,1,35,3.7,0.29,1
White,1,34,3.7,0.46,1
White,2,39,3.2,0.08,1
White,1,37,3.2,0.9,1
White,2,35,3.6,0.21,1
White,2,41,3,0.29,1
White,1,26.5,2.9,-0.33,0
White,1,38,3.4,0.46,1
White,1,37,3.6,0.18,1
White,1,35,3.9,1.13,1
White,1,41,3.1,-0.68,1
White,2,31,2.1,0.9,1
White,2,38,3.4,1.15,1
Black,2,33,2.3,-0.22,1
White,2,29.7,3.6,-1.27,1
White,2,32,3.8,-0.48,1
White,1,35.5,3,-0.18,1
White,1,34.5,3.2,1.01,1
White,1,35,3.1,0.15,1
White,2,42,3.4,1.64,1
White,1,37,3.1,0.62,1
White,1,35,3.2,-1.07,1
White,1,32,2.9,0.47,1
White,2,40,2.9,0.47,1
White,1,33,3.7,1.19,1
White,2,35,3.3,1.09,1
White,2,34,3.4,-0.39,1
White,2,38,3.6,2.02,1
White,2,35,2.9,-1.74,1
White,1,34,3,-0.52,0
White,1,31,3.9,1.4,1
White,1,33,3.6,-0.96,0
White,1,32,3.6,0.41,1
White,2,39,3,-1.43,1
White,2,37,2.2,0.02,1
White,2,34,3.7,-0.37,1
White,1,41,3.1,2.75,1
White,2,37,3.4,0.57,1
White,2,26.3,3.7,-1.14,1
White,1,27.7,3.8,0.8,1
Amerindian,1,32.5,3.1,-1.25,1
White,1,38,3,0.15,1
White,1,37,3.5,0.41,1
White,2,37,3,-0.21,1
White,1,32,3.5,-0.91,1
White,2,36,3.2,-0.26,0
Hispanic,1,34,3.8,-0.57,1
White,1,40,3.4,0.15,1
White,1,35,3.5,0.05,1
White,1,39,3.9,2.18,1
White,1,45,3.5,-0.03,1
White,2,34,2.8,0.26,1
Hispanic,1,36,3,-0.52,1
White,1,36,3.3,0.39,1
White,1,40,3.3,-0.16,1
White,1,29.5,3.9,-0.6,0
White,2,42,2.7,-0.81,1
White,2,37,3.5,-0.7,1
Asian,1,31,3.1,-1.72,0
White,2,45,3.2,0.99,1
Hispanic,2,33.5,3.4,0.6,1
White,1,38,2.6,-1.4,1
Asian,1,33,3.4,0.26,1
White,1,36,2.8,-0.26,1
White,2,34,3.4,-1.35,1
Puertorican,2,28,3,-1.01,1
White,1,35,3.7,0.21,1
Hispanic,1,33,2.7,-1.51,1
White,2,37,2.9,0.34,1
White,2,36,3.3,-0.13,1
White,2,41,3.1,0.88,1
Black,1,28,2.7,-1.4,1
White,2,31.5,3,-0.83,1
Hispanic,1,31,3.8,-1.3,0
Hispanic,1,32,3,-1.17,0
White,1,39,2.7,-0.39,1
White,2,40,3.1,0.96,1
White,2,36,3.6,-0.37,1
White,1,40,3.7,-0.89,1
White,1,31,3.2,0.08,1
Hispanic,2,36,3,0.28,1
White,1,30.5,3.3,-0.83,0
White,2,32,3.2,-0.08,1
Hispanic,1,31,3.6,-0.29,1
White,1,34,3.5,0.23,1
White,2,41.5,3.1,-0.96,1
White,2,34,3.3,-0.03,1
White,2,37,3,-0.7,1
White,1,33,3.4,1.01,1
White,1,38,3.3,1.17,1
Asian,2,34.5,2.7,-1.27,0
White,2,36,2.7,-0.11,1
White,1,32,3.7,-0.76,0
Other,2,33.5,3.1,1.64,1
White,1,32,3.5,1.38,1
Hispanic,2,39,3,0.86,1
Puertorican,2,38,3,0.78,1
White,1,33,3.5,0.28,1
White,1,38,3.4,-0.18,1
White,1,39,2.9,1.19,1
White,1,39,3.3,0.54,1
White,2,39,3.3,0.96,1
White,2,37,2.5,-0.18,1
White,2,35,3.3,0.8,1
White,2,36,2.9,0.91,1
White,2,37,3.1,0.26,1
White,2,36,3.2,-0.18,1
White,2,35,3.6,-1.79,0
White,1,36,3.5,2.02,1
White,2,38,2.9,0.23,1
White,1,36,2.4,-0.37,1
White,1,34,3.5,1.06,1
Hispanic,2,26.5,3.4,-0.03,0
White,2,36,3.4,0.86,1
White,2,38,3,0.7,1
White,2,36,2.7,-1.27,1
White,1,35,3.4,1.04,1
White,1,33,3.9,-0.42,1
White,2,35,2.9,-1.4,1
White,1,33,3.1,-1.72,0
White,2,40,3.2,2.23,1
White,1,37,3.8,1.19,1
White,1,39,3.8,0.95,1
White,2,36,3.5,-0.06,1
White,1,37,2.8,0.72,1
White,2,40,3.2,1.92,1
Hispanic,2,30,3,0.63,1
White,1,32,3.9,0.51,1
White,2,40,2.6,-1.52,0
White,1,35,3.4,0.91,1
White,1,40,3.2,-1.16,1
White,1,36.5,3.5,1.37,1
White,2,36,3,-0.8,1
White,1,34,3.6,-0.25,1
Other,2,42,2.8,0.57,1
White,1,33.5,3.4,0,1
White,1,40,3.6,0.65,1
Asian,1,40,3.4,0.13,1
White,1,39,3.6,0.13,1
White,1,40,3.1,0.46,1
White,2,39,3.4,0.13,1
White,2,42,3.4,1.9,1
Mexican,1,30,3.3,-1.37,0
Asian,1,37,3.4,-1.01,1
White,2,36,3.1,-0.19,1
White,1,40,2.9,-0.76,0
White,2,38,3.3,1.5,1
White,1,40,3.3,1.46,1
White,2,38,3.1,-1.03,1
White,1,36,3.2,0.63,1
Asian,1,35,3.1,-0.51,1
White,1,43,3.6,-1.43,1
White,2,41,3.5,1.03,1
Other,1,38,3.1,0.04,1
White,1,40,3.3,1.2,1
White,1,35,3.3,-0.93,1
White,1,41,2.8,-0.44,1
White,2,42,2.8,0.87,1
Mexican,1,37,3,0.55,1
White,2,39,3.5,2.3,1
White,2,45,2.9,0.59,1
White,2,38,2.6,-0.84,1
White,2,39,3.5,0.34,1
Black,1,22.5,3,-1.39,0
Asian,1,33,2.9,0.32,1
Asian,1,35.5,2.7,-1.58,1
White,1,38,2.9,-1.39,0
Asian,2,40,3.2,0.4,1
White,1,41,3.5,1.69,1
Asian,1,38,3.6,-1.01,1
Asian,2,38,2.9,-0.55,1
White,2,39,3.2,0.74,1
Hispanic,1,40,2.8,-0.04,1
White,1,37,3.4,0.76,1
White,1,38,3.3,0.57,1
White,2,42,3,2.36,1
White,2,37,3.6,1.79,1
White,1,40,2.7,0.34,1
White,1,38,3.7,-0.19,1
White,1,35.5,3.5,-0.13,1
White,2,38,3.4,-0.61,1
White,1,39,3.6,0.32,1
White,1,38,3.3,-0.48,1
White,1,42,3,-0.67,1
White,2,36,3.6,-0.89,1
White,2,42,3,1.6,1
Mexican,1,27,2.9,-1.16,0
Puertorican,1,33,3.5,-1.12,1
Other,2,31,2.9,-0.97,1
Other,1,37,3.9,-0.04,1
White,2,39,3.4,0.19,1
White,2,40,3,-0.63,1
White,2,41,3.1,1.14,1
White,2,39,3.1,-0.08,1
Asian,2,32,2.1,-0.53,0
White,1,33,2.9,-0.44,1
White,1,42,3.5,-0.84,1
White,2,37,3.4,-0.08,1
White,1,42,3.6,1.63,1
White,1,41,3.4,0.91,1
Hispanic,1,41,3.1,-0.78,1
Asian,2,35,2.4,-1.69,1
White,2,38,3,1.35,1
White,1,36,3.5,1.19,1
White,1,33,3.5,0.66,1
White,1,38,3.2,1.49,1
White,2,44,2.1,0.36,1
Black,1,33,3.5,-0.49,1
Hispanic,2,37,3.3,-1.03,1
White,1,44,2.9,1.68,1
White,1,37,3.4,1.05,1
White,1,36,2.9,0.1,1
White,2,31.5,3.2,0.56,1
Mexican,2,25,2.8,-1.58,0
White,1,34,3.6,0.85,1
White,2,37,3.1,0.6,1
White,1,38,2.9,-0.51,1
White,1,36.5,2.6,1.47,1
White,1,39,2.9,0.66,1
White,1,32,3.5,-0.79,1
White,1,36,3.1,0.46,1
White,1,36,3.4,-1.42,0
White,1,42,3.5,1.09,1
White,2,34,3,-1.09,1
White,1,34,2.9,-0.14,1
White,2,37,3.5,0.2,1
White,1,37,2.4,-0.33,1
White,2,37,3.2,1.78,1
White,1,35,3.4,-0.79,1
White,2,34,3.3,-0.39,0
White,1,34,3.1,-1.34,1
White,2,36,2.6,-0.49,1
White,2,40,2.8,-0.2,1
White,2,33,3,0.56,1
White,2,35,3.3,-0.39,0
White,2,28,2,-0.63,1
Black,1,29.5,2.8,-0.33,1
White,2,39,3.1,1.66,1
White,1,33,3.4,-0.04,1
White,2,41,2.5,1.39,1
Black,2,33,2.5,0.56,1
White,1,42,3.7,-1.52,1
Black,2,32,2.9,-1.58,1
Asian,1,31,3,0.06,1
Hispanic,2,29,2.4,-0.41,1
Black,2,27,2.8,-0.77,1
White,1,36,3.6,-0.81,1
White,1,38,3.2,0.08,1
White,1,37,3.5,0.02,1
White,1,40,2.8,-0.04,1
White,1,41,3.4,0.66,1
White,1,36,3.7,-0.33,1
White,1,31,3.5,-0.53,1
Hispanic,2,29,3.5,-0.93,1
White,2,43,3.6,0.4,1
White,2,34,3.3,1.19,1
White,2,37,2.7,-0.24,1
White,2,40,3.2,-0.29,1
Asian,2,34,3.1,0.56,0
Black,2,23,2.6,-0.33,0
White,2,36,3.7,-0.73,0
White,2,41,2.5,0.1,0
White,1,34,3.3,-0.69,1
White,2,40,2.7,1.49,1
White,2,38,2.8,-1.98,1
White,2,41,2.9,1.29,1
White,1,39,2.5,0.38,1
White,1,40,3.2,0.1,1
White,2,37,3.5,1.15,1
White,2,41,2.5,0.85,1
White,2,36,2.3,0.5,1
White,1,34,3.5,0.5,1
Other,1,27,3.7,-0.51,1
White,1,37,3.6,-0.31,1
White,2,46,2.7,0.56,1
Black,1,29,2.1,-1.3,1
White,2,36,2.8,-0.41,1
White,2,40,3.6,1.57,1
White,2,43,3.4,0.32,1
White,2,37,3.1,0.56,1
White,1,41,3.2,0.77,1
White,1,35,3.3,-1.52,1
Puertorican,1,35,2.6,-1.17,1
Black,1,29,2.7,0.12,1
White,2,43,3.1,-0.18,1
Hispanic,2,31,3.1,-0.71,1
White,1,34,3.2,0.91,1
White,1,42,3.7,0.28,1
Asian,2,32,3.2,-1.01,1
White,2,35,2.8,-1.11,1
White,2,34,3,-0.81,1
White,2,38,3.2,-0.18,1
White,2,37,2.8,1.35,1
White,2,32.5,2.8,-0.67,1
White,1,39,3.5,1.41,1
White,1,37,2.9,-0.51,1
White,2,35,3.1,-0.83,1
White,1,42,2.7,1.07,1
White,1,37,3,-0.91,1
White,2,35,3.4,-1.32,0
White,2,41,3.3,1.37,1
White,2,45,3.9,0.71,1
White,2,39,2.7,-0.93,1
White,2,31.5,3.4,-0.27,1
White,1,39,3,-0.33,1
White,2,32.5,3.1,0.28,1
White,2,41,3.2,1.17,1
Asian,1,36.5,3,0.62,1
White,1,41,2.9,0.81,1
Asian,1,30,2.7,-0.73,1
White,2,38,3,0.48,0
Hispanic,1,41,3.1,1.41,1
White,1,40,3,1.15,1
White,1,40,3.5,-0.37,1
White,1,36,3.5,0.22,1
White,2,42,3.8,0.87,1
White,1,39,2.9,-1.03,0
White,1,48,3.2,1.55,1
White,1,35,3.2,0.02,0
White,2,36,3.1,-0.53,1
White,1,42,3.3,-0.02,1
Asian,2,38,2.5,-1.86,1
White,2,38,2.8,0.32,1
White,2,39,2.9,0.08,1
White,2,45,2.6,0.66,1
White,2,43,3,0.22,1
Black,2,35,2.4,-0.71,1
White,2,42,2.9,0.68,1
White,2,38,3.1,0.32,1
White,2,38,3.5,-1.4,1
White,2,40,3.6,1.61,1
White,1,35,3.4,0.75,1
White,1,35,3.1,-0.51,1
White,1,34,3.3,-0.02,1
Asian,1,36,2.8,-1.17,1
Hispanic,2,26,3.2,-1.86,1
White,2,38,2.7,0.12,1
White,1,36,3,0.26,1
White,2,40,3.3,0.46,1
White,2,40,3,1.84,1
White,2,37,3.3,-0.02,1
White,1,42,2.8,1.27,1
White,2,46,3,0.58,1
White,1,38,2.4,1.57,1
White,2,36,3.2,1.47,1
White,1,39,2.5,-0.18,1
White,1,36,3.4,0.66,1
White,1,40,3.2,0.32,1
White,1,34,3.6,0.46,1
White,2,44,3,0.75,1
White,1,40,3.2,1.11,1
Black,1,34,2.5,-1.82,0
White,2,38,3.8,0.26,1
White,1,34,3.3,-0.47,1
White,2,35,3.1,1.15,1
White,2,35,3.3,0.91,1
Mexican,2,34,3.3,-0.08,1
White,2,36,3.2,-0.12,1
White,2,44,3,1.41,1
White,2,43,2.5,-1.6,1
White,1,37,3.2,-0.87,1
White,2,36,2.6,1.45,1
White,1,36,2.8,0.08,1
White,1,43,3.3,0.95,1
White,1,41,3.1,0.06,1
White,1,38,3,-0.12,1
White,2,42,3.2,1.05,1
White,2,39,3.4,0.87,1
White,2,39,2.9,-1.2,1
White,2,39,2.8,0.06,1
White,2,40,3.1,1.17,1
White,2,34.5,2.9,0.08,1
White,1,40,2.9,-1.22,1
Black,2,24,2.8,-1.86,1
White,2,40,2.8,1.27,1
White,1,40,3.4,1.25,1
White,2,35,2.9,-0.41,1
White,1,41,2.8,0.16,1
White,2,32.5,3.2,-0.53,1
White,1,42,2.9,0.26,1
White,1,42,3.2,-0.33,1
White,2,34.5,3.1,0.56,1
White,2,37,3.2,0.32,1
White,1,38,3,0.87,1
White,2,39,3.4,0.58,1
White,2,35,3.4,-1.17,1
White,2,44,2.7,-0.14,1
Puertorican,2,26.5,2.9,-0.81,1
White,2,37,3.2,-0.04,1
White,2,35,3.6,1.37,1
White,2,36,3.4,0.71,1
White,2,36,3.4,0.42,1
White,2,43,2.6,0.58,1
Black,1,28,2.2,-2.31,1
Black,1,28.5,2.6,-1.42,1
White,2,36,2.9,-0.18,1
Mexican,2,27,2.3,-1.26,1
White,2,41,3.1,0.87,1
White,1,38,3.2,0.97,1
White,2,42,2.9,0.62,1
White,1,36,3.2,-1.3,1
Other,1,37,2.6,-1.72,1
White,2,40,2.6,-0.04,1
Black,1,34,2.7,-1.9,0
White,2,39,3.1,0.91,1
White,1,37,2.9,0.26,1
White,2,44,2.4,1.65,1
Mexican,2,35,2.7,-0.67,1
Asian,2,35.5,3.1,0.58,1
White,1,37,3,1.15,1
White,1,37,3.5,-1.03,1
White,1,37,3,0.36,1
White,1,35,3.4,-1.11,1
White,1,41,3.8,1.57,1
White,2,38,3,0.97,1
Black,1,28,3.1,-1.13,1
White,1,35,3.7,0.85,1
White,2,42,2.9,0.42,1
Hispanic,2,24.5,2.9,-2.1,0
Mexican,2,37,3.2,-1.56,0
White,1,35.5,3.1,-0.04,1
White,1,35,3.1,-1.46,1
White,2,37,3,-0.61,1
Asian,2,33.5,2.6,-1.03,1
White,2,40,2.5,0.48,1
Black,1,27,3.1,-0.41,1
White,1,39,2.9,-0.02,1
White,1,42,3,0.85,1
White,2,43,3.3,0.18,1
White,2,40,3.2,-0.02,1
White,1,39,3,-1.7,1
Black,1,24,3.3,-1.6,0
White,1,39.5,3.3,0.36,1
White,1,40,3,-0.08,1
Asian,1,29,3.8,-1.2,1
White,1,42,3.4,1.25,1
Black,1,32,2.5,-0.97,1
Asian,2,29.5,3.1,-0.18,1
White,1,42,3.8,-0.02,1
Asian,2,34,3.4,0.36,1
White,1,36,3.3,-0.04,1
White,1,36.5,2.5,-0.51,1
White,2,43.5,3.5,1.84,1
White,1,41,3.4,0.71,1
White,1,38,3.6,0.77,1
White,1,37,2.9,-0.14,1
White,2,47,3.6,1.41,1
White,2,38,3.1,-0.63,1
White,1,41,3.4,0.26,1
Asian,2,40.5,3.9,1.45,1
White,1,35,3.4,0.71,1
White,2,45,3.8,1.57,1
White,2,34,3.4,-0.02,1
White,2,41,2.9,0.75,1
White,1,41,3,1.01,1
White,2,36,3.4,0.77,1
White,1,37,3,1.05,1
White,1,45,3.2,1.15,1
White,1,39,2.8,-0.14,1
White,2,40,2.9,-0.08,1
White,2,35.5,3.1,0.46,1
White,1,47,3.6,0.95,1
White,1,36,3.2,0.28,1
White,1,42,3.3,1.27,1
White,1,38,3.1,0.32,1
White,1,39,3.4,1.01,1
White,2,37,3.5,0.62,1
White,2,38,2.9,1.45,1
White,1,40,3.5,1.65,1
White,1,38,2.6,-0.24,1
White,1,32.5,2.8,-0.83,0
White,1,41,3.1,0.86,1
White,2,35,2.9,-0.24,1
White,1,33,3.7,-0.33,1
White,1,42,3.1,1.28,1
White,2,31,3.4,-1.45,1
White,1,35,3.1,-1.38,0
White,2,40,2.7,1.61,1
White,2,39,2.9,-0.17,1
White,2,41,2.6,-0.14,1
White,1,39,3.6,2.07,1
White,1,35,3.1,0.07,1
White,2,36,2.4,1.35,1
White,1,31,3.5,-0.96,1
White,1,34,3.2,0.25,1
White,2,35,3.8,-0.7,1
White,1,31,3.5,-0.03,1
White,2,37,3.2,0.7,1
White,2,32,3.5,-0.24,1
White,2,32,4,1.68,1
White,2,35,2.9,0.25,1
White,2,33,3.3,0.32,1
White,2,34,3.3,-0.82,1
Black,1,26,2.6,-1.26,0
Black,1,30,2.7,-1.69,0
Black,1,23.5,3.3,-2.72,0
White,2,34.5,3.1,0.05,1
White,2,40,2.9,1.96,1
White,1,38,3.2,-0.84,1
Black,1,27,2.7,-1.65,1
White,1,39,3.2,-0.33,1
White,2,39,3.3,0.55,1
Puertorican,2,29,3,-2.11,1
White,2,39,3,-0.12,1
White,2,40,3.3,1.13,1
White,2,42,3.1,1.57,1
White,2,39,3.4,1.71,1
White,2,39,3.3,2.47,1
White,1,32.7,3.1,-0.37,1
White,2,29,3,-0.44,1
White,2,22,2.7,-1.8,1
White,2,37,3.6,-0.55,1
White,2,38,3.3,0.12,1
White,2,40,3,0.12,1
White,2,39,2.6,-0.04,1
Black,2,29,2.9,-0.64,1
White,1,33,3.3,-0.35,1
White,2,39,2.5,-0.21,1
Other,2,47,2.5,0.59,1
White,2,38,3.4,2.34,1
White,2,40,2.6,-0.06,1
White,2,32.5,3.8,-0.91,1
White,2,37,3.7,1.08,1
White,2,37,3,-0.59,1
White,2,36,3.4,0.37,1
White,2,36,3.3,-0.17,1
White,1,35,3.4,-0.49,1
White,1,39,3.3,1.19,1
White,2,37,2.3,-0.8,1
White,2,38,3.3,0.37,1
White,2,44,2.9,0.61,1
Black,1,26.5,3.2,-0.95,0
White,1,39,2.8,0.61,1
Hispanic,2,25,2.7,0.23,1
White,1,40,3,1.13,1
Asian,1,36,3.3,-1.42,0
White,1,37,3.4,-0.84,1
White,2,39,3.4,0.75,1
White,1,33,2.6,-0.75,1
Black,1,34,3.1,-0.1,0
White,2,36,3.6,1.64,1
White,1,36,3.3,0.3,1
White,2,36,3.1,0.37,1
White,2,36,3,-0.62,1
White,2,45,2.9,0.37,1
Black,2,32,3.3,-0.66,0
White,1,37,3.1,-0.73,1
White,2,33.5,2.8,0.7,1
White,2,34.5,3.5,-0.15,1
White,2,40,2.5,-0.21,1
White,1,39,3.5,0.95,1
White,2,40,2.3,-1.13,1
White,2,32.5,3.2,-0.33,1
White,2,39,2.6,-0.24,1
White,2,36,2.9,-1.04,1
White,2,38,3.1,1.47,1
Black,1,29,3,-2.16,0
White,1,39,3,0.57,1
White,1,35.5,3.2,-1.13,1
White,2,36,2.8,0.48,1
White,2,39,2.7,-0.66,1
White,1,39,3.5,1.24,1
White,1,37,3.5,1.31,1
White,2,48,3.3,0.7,1
White,2,36,2.9,-0.89,1
White,2,37,3.6,0.59,1
White,1,41,3.2,0.21,1
White,1,41,2.7,1.44,1
White,2,42,3.2,0.75,1
White,1,38,3.3,0.39,1
White,2,38.5,3,-0.08,1
White,1,39.5,3.2,0.03,1
White,2,39,2.7,-0.28,1
White,1,33.5,2.9,-0.21,1
White,2,28,3,-0.19,1
Black,1,33,3,-0.33,0
Hispanic,2,31,3.2,-0.64,1
White,2,40,3.1,-0.06,1
Other,1,41,3.6,0.23,1
White,2,38,3,1.62,1
White,2,41,2.8,0.19,1
White,1,35.5,3.3,-0.37,1
Asian,2,40,3.4,1.33,1
White,1,37.5,3.5,-0.21,0
Hispanic,1,35,3.8,-0.52,1
White,1,38,3.1,0.93,1
White,1,41,3.3,-1.65,0
White,2,41,3.1,-0.59,1
White,2,38,3.5,0.19,1
White,1,29,2.8,-0.59,1
White,1,39,3.3,-0.64,1
White,2,26.5,2.5,-1.65,0
White,1,39,3.2,1.17,1
White,2,40,2.8,-0.15,1
White,1,45,3.6,1.78,1
White,1,40,2.7,0.11,1
White,2,36.5,3.2,-1.13,1
Puertorican,1,24,3.1,-1.18,0
White,2,39,3.2,-0.15,1
White,2,36.5,3.4,1.08,1
White,2,41,2.7,-0.71,0
White,2,37,3.3,-0.08,0
White,1,40,2.7,0.75,1
Black,2,30,2.5,-0.88,0
White,2,37,3.6,1.24,1
White,2,38,3.1,0.84,1
White,1,28,2.9,-0.66,1
White,2,26,2.9,-2.09,0
White,1,30,2.9,0.55,1
White,2,44,3,0.12,1
White,2,41,3.2,0.66,1
White,2,36,3.3,0.74,1
White,1,36,3.3,0.01,1
White,2,38,3,1.33,1
White,2,40,3.2,0.99,1
White,2,41,3.5,-1.29,1
White,1,38,3.5,-0.06,1
Hispanic,2,36,2.7,-0.26,1
White,2,26.5,2.6,-1.44,1
White,2,40,3,0.86,1
White,2,40,2.8,2,1
White,2,41,2.4,0.32,1
White,1,37,3.6,0.23,1
White,2,40,2.6,0.93,1
White,2,41,3.2,-0.68,1
White,2,42,3.3,-1.33,1
White,1,38,3.4,0.52,1
White,2,39,2.7,0.57,1
White,2,24,2.9,-0.91,0
White,2,38,3.4,1.33,1
White,1,36.5,3.5,-0.93,1
White,1,35,3.7,1.02,1
White,1,40,3,1.17,1
White,1,42,3.3,0.28,1
White,2,31,3.9,0.55,1
White,2,37.5,3.3,0.73,1
White,2,41,3.1,0.5,1
White,2,40,3.3,-0.12,0
Asian,2,31,3.6,-1.13,0
White,2,43,3.7,0.61,1
White,1,41,3.3,-0.06,1
White,1,33,2.8,0.97,1
White,1,28.5,2.4,-0.86,0
White,2,39,3.1,-0.06,1
White,2,37,3.6,0.9,1
White,2,37,3.6,-0.01,1
White,1,41,3.4,1.35,1
White,1,46,2.4,1.11,1
White,2,31,2.9,-0.64,1
White,1,35,3,0.28,1
White,1,36,3.3,-0.08,0
White,1,30,3.1,-0.1,0
Black,2,28,3.1,-0.48,1
White,2,37,3.7,-0.08,1
Black,1,30,3,-0.1,1
White,2,44,3.1,1.35,1
White,2,42,3.7,0.46,1
White,1,39,3.1,0.1,1
White,1,27.5,2.7,-1.02,0
White,2,37,3.2,0.74,1
White,1,39,3,0.59,1
White,2,39,2.9,-0.91,1
White,1,40,3.5,-0.64,1
Black,2,29,2.6,-1.22,1
White,1,40,2.8,0.26,1
White,1,48,3.4,0.77,1
White,1,40,3.3,0.23,1
Puertorican,1,34,2.6,-1.44,1
White,1,39,3.6,-0.44,1
White,1,35.5,3.4,-0.21,1
White,1,37,3.1,-0.5,1
White,2,46,2.5,0.21,1
White,1,44,3.7,0.03,1
White,2,39,2.7,0.37,1
White,2,35,3.5,0.3,0
White,1,39,3.3,1.15,1
White,2,40,3.1,-1.58,1
White,1,38,3.1,0.46,1
White,1,48,3.9,2.02,1
Puertorican,2,29,2.9,0.03,0
White,2,39,3.3,0.08,1
White,1,38,3.2,-1.04,1
White,1,36,3.9,0.93,1
Hispanic,1,32,2.7,-0.3,1
